,image_id,width,height,x,y,w,h,class
5346,6855,1622,626,1058,461,9,9,3
5347,6855,1622,626,1057,452,10,8,2
5348,6855,1622,626,1076,459,11,10,5
5349,6855,1622,626,1203,467,14,13,2
5350,6857,1622,626,799,379,33,31,2
5351,6862,1622,626,646,411,37,33,6
5352,6862,1622,626,443,418,6,5,1
5353,6862,1622,626,442,424,7,7,7
5354,6863,1622,626,1154,286,138,112,6
5355,6865,1622,626,1093,292,50,41,6
5356,6866,1622,626,472,88,14,18,1
5357,6866,1622,626,472,106,17,18,7
5358,6866,1622,626,1048,116,12,11,2
5359,6866,1622,626,906,97,8,8,2
5360,6866,1622,626,906,107,8,8,5
5361,6866,1622,626,906,115,7,9,5
5362,6872,1622,626,1083,309,16,16,4
5363,6872,1622,626,993,318,4,5,2
5364,6872,1622,626,913,281,7,7,5
5365,6872,1622,626,923,281,6,6,5
5366,6872,1622,626,932,289,5,6,5
5367,6872,1622,626,931,280,7,7,2
5368,6873,1622,626,334,444,10,8,6
5369,6874,1622,626,370,214,37,31,1
5370,6874,1622,626,371,245,35,31,7
5371,6876,1622,626,848,433,12,12,6
5372,6878,1622,626,1017,125,14,12,6
5373,6878,1622,626,931,126,3,3,1
5374,6878,1622,626,931,129,4,3,7
5375,6881,1622,626,645,395,14,13,6
5376,6883,1622,626,542,407,9,13,5
5377,6883,1622,626,932,402,11,11,1
5378,6884,1622,626,339,398,16,15,1
5379,6884,1622,626,336,412,17,15,7
5380,6885,1622,626,731,399,32,32,1
5381,6887,1622,626,598,240,6,5,1
5382,6887,1622,626,598,245,6,6,7
5383,6887,1622,626,733,239,10,8,6
5384,6887,1622,626,791,232,16,14,6
5385,6890,1622,626,353,183,36,30,1
5386,6890,1622,626,354,213,35,30,7
5387,6890,1622,626,596,266,9,7,6
5388,6890,1622,626,1125,217,66,62,5
5389,6892,1622,626,628,125,17,17,4
5390,6892,1622,626,382,23,27,27,4
5391,6892,1622,626,354,22,26,27,5
5392,6892,1622,626,386,95,22,19,4
5393,6894,1622,626,1074,0,54,40,1
5394,6894,1622,626,1069,40,52,50,7
5395,6898,1622,626,898,280,12,11,6
5396,6898,1622,626,898,268,13,10,6
5397,6900,1622,626,666,420,17,16,6
5398,6900,1622,626,698,415,23,21,6
5399,6909,1622,626,560,484,10,10,1
5400,6909,1622,626,559,495,10,10,7
5401,6913,1622,626,1009,248,19,42,1
5402,6914,1622,626,1030,154,13,13,2
5403,6917,1622,626,1011,384,26,21,6
5404,6917,1622,626,914,395,12,10,6
5405,6920,1622,626,756,333,13,13,6
5406,6922,1622,626,545,412,8,10,5
5407,6922,1622,626,938,407,11,10,1
5408,6924,1622,626,1106,45,41,51,4
5409,6924,1622,626,1158,50,42,48,4
5410,6924,1622,626,1214,53,39,52,4
5411,6925,1622,626,1078,416,48,37,6
5412,6933,1622,626,711,251,19,25,5
5413,6933,1622,626,557,274,4,4,2
5414,6935,1622,626,1530,423,52,37,6
5415,6936,1622,626,733,469,14,14,1
5416,6937,1622,626,777,183,48,43,6
5417,6937,1622,626,641,209,10,9,6
5418,6939,1622,626,667,336,10,8,6
5419,6941,1622,626,1261,299,62,65,6
5420,6942,1622,626,1256,100,135,138,3
5421,6944,1622,626,648,410,22,23,2
5422,6946,1622,626,517,232,12,10,1
5423,6946,1622,626,516,243,13,12,7
5424,6947,1622,626,547,472,10,8,6
5425,6947,1622,626,524,472,8,7,6
5426,6948,1622,626,540,166,6,6,4
5427,6948,1622,626,549,166,6,5,4
5428,6948,1622,626,557,166,6,5,4
5429,6948,1622,626,647,182,6,7,2
5430,6948,1622,626,648,190,6,6,5
5431,6948,1622,626,665,191,6,5,6
5432,6948,1622,626,448,185,8,7,1
5433,6948,1622,626,449,192,9,8,7
5434,6954,1622,626,704,352,15,15,2
5435,6954,1622,626,883,342,11,21,5
5436,6955,1622,626,537,224,15,17,2
5437,6955,1622,626,759,250,11,10,5
5438,6955,1622,626,722,240,11,10,2
5439,6957,1622,626,725,407,41,42,1
5440,6960,1622,626,1305,187,157,195,5
5441,6961,1622,626,687,362,17,17,6
5442,6963,1622,626,119,267,31,19,6
5443,6966,1622,626,849,166,24,23,6
5444,6967,1622,626,794,303,9,8,1
5445,6967,1622,626,945,306,12,9,6
5446,6968,1622,626,1181,272,19,17,4
5447,6968,1622,626,1206,273,20,18,4
5448,6968,1622,626,1233,274,19,17,4
5449,6971,1622,626,1175,379,68,52,6
5450,6973,1622,626,821,213,8,8,2
5451,6973,1622,626,832,216,10,8,6
5452,6975,1622,626,1147,285,49,49,6
5453,6979,1622,626,684,515,7,8,1
5454,6979,1622,626,684,524,8,8,7
5455,6981,1622,626,1218,92,76,64,6
5456,6981,1622,626,997,125,13,10,6
5457,6981,1622,626,980,126,9,9,4
5458,6981,1622,626,913,119,5,5,1
5459,6981,1622,626,913,124,6,6,7
5460,6983,1622,626,653,190,7,6,1
5461,6983,1622,626,653,197,7,6,7
5462,6984,1622,626,621,394,33,42,1
5463,6984,1622,626,1016,415,7,8,4
5464,6985,1622,626,771,429,29,27,6
5465,6985,1622,626,673,446,7,6,6
5466,6985,1622,626,1190,349,121,124,6
5467,6987,1622,626,711,461,29,28,6
5468,6987,1622,626,643,479,15,13,6
5469,6988,1622,626,461,416,11,11,1
5470,6988,1622,626,459,428,11,10,7
5471,6989,1622,626,1560,373,46,29,6
5472,6991,1622,626,1176,419,19,14,6
5473,6991,1622,626,1134,430,12,10,6
5474,6992,1622,626,667,263,15,14,2
5475,6992,1622,626,669,280,11,9,6
5476,6993,1622,626,543,167,9,9,1
5477,6993,1622,626,544,176,9,9,7
5478,6994,1622,626,640,467,19,16,6
5479,6994,1622,626,559,467,7,7,6
5480,7002,1622,626,874,362,8,8,2
5481,7004,1622,626,1146,271,56,47,2
5482,7004,1622,626,980,279,11,10,2
5483,7005,1622,626,1142,123,79,73,3
5484,7006,1622,626,990,42,50,63,2
5485,7008,1622,626,702,295,20,19,1
5486,7008,1622,626,702,316,20,20,7
5487,7010,1622,626,589,433,12,11,6
5488,7012,1622,626,265,444,25,23,1
5489,7016,1622,626,1405,422,17,12,6
5490,7017,1622,626,722,198,31,30,6
5491,7024,1622,626,874,359,14,14,6
5492,7028,1622,626,1369,372,72,68,5
5493,7029,1622,626,585,413,18,15,6
5494,7031,1622,626,668,391,46,43,1
5495,7032,1622,626,625,224,8,7,6
5496,7037,1622,626,721,495,10,9,6
5497,7037,1622,626,714,497,7,7,6
5498,7038,1622,626,665,463,22,29,3
5499,7040,1622,626,868,325,10,8,6
5500,7041,1622,626,1266,438,8,8,6
5501,7042,1622,626,508,428,21,19,1
5502,7043,1622,626,662,354,10,9,6
5503,7045,1622,626,703,530,17,14,6
5504,7047,1622,626,676,527,18,17,6
5505,7047,1622,626,659,537,9,10,6
5506,7048,1622,626,753,302,13,11,6
5507,7051,1622,626,987,386,33,31,6
5508,7051,1622,626,987,355,34,30,6
5509,7051,1622,626,988,324,36,32,6
5510,7051,1622,626,845,402,9,8,6
5511,7053,1622,626,989,424,12,11,6
5512,7055,1622,626,726,209,28,26,6
5513,7057,1622,626,685,554,12,12,6
5514,7057,1622,626,689,544,10,9,6
5515,7058,1622,626,586,439,11,9,6
5516,7059,1622,626,1121,228,23,19,2
5517,7061,1622,626,392,87,17,16,4
5518,7061,1622,626,389,7,24,23,4
5519,7061,1622,626,362,5,24,24,5
5520,7062,1622,626,805,246,12,11,7
5521,7065,1622,626,570,260,25,22,2
5522,7065,1622,626,728,259,16,34,5
5523,7065,1622,626,460,284,11,9,2
5524,7065,1622,626,443,282,8,8,5
5525,7065,1622,626,452,284,9,10,5
5526,7067,1622,626,1481,422,43,29,6
5527,7069,1622,626,936,338,22,18,6
5528,7070,1622,626,698,496,16,13,6
5529,7070,1622,626,648,500,9,6,6
5530,7074,1622,626,772,373,16,15,5
5531,7074,1622,626,700,352,10,10,5
5532,7074,1622,626,700,340,12,11,5
5533,7079,1622,626,782,479,8,7,6
5534,7080,1622,626,897,434,6,6,6
5535,7081,1622,626,891,221,29,26,3
5536,7082,1622,626,982,212,23,27,2
5537,7082,1622,626,1071,200,25,30,5
5538,7085,1622,626,1442,83,18,12,6
5539,7087,1622,626,1478,246,59,38,2
5540,7088,1622,626,832,489,13,12,6
5541,7088,1622,626,805,486,10,9,6
5542,7088,1622,626,783,490,6,6,6
5543,7090,1622,626,1040,233,60,56,6
5544,7090,1622,626,796,272,12,11,6
5545,7090,1622,626,782,273,10,9,6
5546,7090,1622,626,712,270,3,3,1
5547,7090,1622,626,712,274,4,3,7
5548,7093,1622,626,833,407,6,8,1
5549,7095,1622,626,891,236,19,18,6
5550,7095,1622,626,833,261,5,4,6
5551,7095,1622,626,840,255,7,6,6
5552,7095,1622,626,844,253,10,7,6
5553,7096,1622,626,795,429,20,19,6
5554,7097,1622,626,462,93,29,36,7
5555,7100,1622,626,865,433,6,5,1
5556,7101,1622,626,425,214,23,21,1
5557,7101,1622,626,424,235,24,19,7
5558,7102,1622,626,758,331,25,23,2
5559,7102,1622,626,758,356,24,19,6
5560,7102,1622,626,674,363,13,13,5
5561,7104,1622,626,947,207,16,16,2
5562,7106,1622,626,294,391,29,24,1
5563,7106,1622,626,290,416,30,23,7
5564,7106,1622,626,1508,412,55,38,6
5565,7106,1622,626,1534,513,53,26,2
5566,7108,1622,626,761,419,25,24,5
5567,7109,1622,626,835,259,23,24,5
5568,7112,1622,626,297,410,12,11,4
5569,7113,1622,626,589,490,5,6,1
5570,7113,1622,626,588,496,6,6,7
5571,7117,1622,626,669,222,17,18,4
5572,7117,1622,626,652,246,14,12,2
5573,7117,1622,626,410,222,26,20,4
5574,7117,1622,626,427,201,18,15,4
5575,7117,1622,626,454,220,14,12,5
5576,7117,1622,626,426,182,18,17,2
5577,7119,1622,626,647,109,20,19,2
5578,7119,1622,626,646,86,19,20,4
5579,7119,1622,626,372,69,22,22,4
5580,7119,1622,626,389,0,29,18,4
5581,7119,1622,626,357,0,28,11,5
5582,7120,1622,626,605,465,22,17,6
5583,7120,1622,626,535,467,14,10,6
5584,7123,1622,626,848,375,13,13,6
5585,7124,1622,626,355,37,22,19,5
5586,7124,1622,626,330,33,23,20,5
5587,7124,1622,626,349,101,15,14,4
5588,7124,1622,626,564,111,13,14,2
5589,7124,1622,626,561,96,14,13,4
5590,7125,1622,626,1214,331,12,11,6
5591,7129,1622,626,372,422,45,40,1
5592,7129,1622,626,365,462,45,42,7
5593,7129,1622,626,640,503,6,6,6
5594,7129,1622,626,630,504,5,6,6
5595,7130,1622,626,673,431,10,9,6
5596,7133,1622,626,378,437,24,21,5
5597,7134,1622,626,786,512,12,10,6
5598,7134,1622,626,786,524,12,10,6
5599,7135,1622,626,1026,389,24,20,6
5600,7135,1622,626,1026,368,23,20,6
5601,7138,1622,626,649,412,5,5,1
5602,7143,1622,626,707,225,14,14,5
5603,7143,1622,626,706,251,14,12,6
5604,7146,1622,626,642,506,7,8,6
5605,7146,1622,626,641,505,5,5,6
5606,7147,1622,626,765,436,12,12,4
5607,7147,1622,626,666,399,8,8,4
5608,7147,1622,626,655,398,9,9,5
5609,7147,1622,626,675,399,9,9,2
5610,7147,1622,626,675,410,9,9,5
5611,7152,1622,626,754,381,9,7,6
5612,7153,1622,626,551,9,69,68,5
5613,7153,1622,626,253,0,85,50,5
5614,7154,1622,626,901,430,14,11,6
5615,7155,1622,626,916,434,9,7,6
5616,7159,1622,626,915,315,6,5,6
5617,7160,1622,626,594,283,13,10,6
5618,7164,1622,626,1232,321,22,20,6
5619,7166,1622,626,644,354,11,10,6
5620,7167,1622,626,531,300,16,16,5
5621,7167,1622,626,584,294,11,12,2
5622,7167,1622,626,684,310,14,14,2
5623,7167,1622,626,685,326,13,10,6
5624,7170,1622,626,820,123,21,22,4
5625,7170,1622,626,846,123,21,21,4
5626,7170,1622,626,874,122,21,21,4
5627,7171,1622,626,752,427,25,22,6
5628,7171,1622,626,706,434,16,15,6
5629,7171,1622,626,690,439,11,11,5
5630,7171,1622,626,672,435,6,6,6
5631,7171,1622,626,675,439,6,6,6
5632,7171,1622,626,644,440,4,4,6
5633,7174,1622,626,605,258,17,16,3
5634,7174,1622,626,569,275,12,11,3
5635,7177,1622,626,733,434,24,21,6
5636,7179,1622,626,564,470,13,12,6
5637,7179,1622,626,529,471,8,7,6
5638,7180,1622,626,1003,247,20,19,2
5639,7180,1622,626,933,266,8,6,6
5640,7180,1622,626,847,259,6,6,5
5641,7180,1622,626,849,251,5,5,2
5642,7180,1622,626,849,248,5,5,5
5643,7180,1622,626,847,272,6,6,6
5644,7180,1622,626,9,138,51,40,1
5645,7184,1622,626,701,274,28,39,5
5646,7185,1622,626,955,432,13,12,6
5647,7186,1622,626,773,327,36,34,6
5648,7187,1622,626,323,439,9,8,6
5649,7188,1622,626,850,411,23,29,1
5650,7190,1622,626,83,126,31,46,4
5651,7190,1622,626,115,116,35,50,4
5652,7190,1622,626,151,109,34,50,2
5653,7190,1622,626,146,164,35,51,5
5654,7190,1622,626,1015,366,13,12,4
5655,7190,1622,626,964,378,11,11,4
5656,7190,1622,626,964,367,12,10,2
5657,7193,1622,626,873,426,5,5,1
5658,7194,1622,626,683,333,10,10,6
5659,7199,1622,626,996,402,7,7,1
5660,7203,1622,626,596,223,11,26,5
5661,7205,1622,626,1121,308,17,17,3
5662,7208,1622,626,957,250,34,31,6
5663,7208,1622,626,695,262,6,6,1
5664,7210,1622,626,759,299,16,14,6
5665,7214,1622,626,1091,371,32,28,2
5666,7217,1622,626,952,387,25,22,6
5667,7222,1622,626,1232,428,19,15,6
5668,7232,1622,626,695,98,5,6,1
5669,7232,1622,626,694,104,7,7,7
5670,7234,1622,626,521,249,6,6,2
5671,7235,1622,626,921,311,9,8,2
5672,7235,1622,626,922,296,8,8,2
5673,7238,1622,626,674,347,55,50,6
5674,7238,1622,626,278,399,7,6,1
5675,7238,1622,626,277,406,8,5,7
5676,7240,1622,626,347,426,12,11,6
5677,7246,1622,626,766,261,12,21,3
5678,7246,1622,626,767,284,11,18,6
5679,7254,1622,626,560,339,8,8,7
5680,7257,1622,626,706,311,21,22,1
5681,7270,1622,626,900,340,15,12,6
5682,7272,1622,626,1433,13,43,71,4
5683,7272,1622,626,1369,1,50,75,4
5684,7272,1622,626,1303,0,53,66,4
5685,7273,1622,626,693,329,7,8,1
5686,7273,1622,626,692,337,7,6,7
5687,7278,1622,626,832,212,10,10,2
5688,7278,1622,626,854,215,11,11,6
5689,7279,1622,626,984,332,33,31,6
5690,7280,1622,626,1147,81,83,89,2
5691,7281,1622,626,1088,180,62,51,6
5692,7282,1622,626,1475,38,89,148,6
5693,7286,1622,626,868,256,49,48,6
5694,7286,1622,626,564,297,6,5,1
5695,7286,1622,626,563,303,5,5,7
5696,7287,1622,626,601,358,8,7,6
5697,7288,1622,626,912,396,14,12,2
5698,7288,1622,626,917,423,15,14,5
5699,7288,1622,626,918,437,14,13,4
5700,7288,1622,626,912,409,13,13,5
5701,7291,1622,626,559,240,14,11,6
5702,7293,1622,626,776,207,31,28,6
5703,7294,1622,626,765,403,5,5,1
5704,7300,1622,626,1089,81,25,25,6
5705,7311,1622,626,463,322,8,6,1
5706,7311,1622,626,463,328,9,8,7
5707,7314,1622,626,1145,399,62,47,6
5708,7315,1622,626,682,312,9,10,4
5709,7315,1622,626,693,312,9,10,4
5710,7315,1622,626,703,312,10,10,2
5711,7315,1622,626,702,324,9,11,5
5712,7315,1622,626,877,368,6,5,2
5713,7315,1622,626,251,321,10,9,3
5714,7319,1622,626,974,317,22,18,6
5715,7323,1622,626,607,303,12,11,1
5716,7323,1622,626,605,314,13,13,7
5717,7323,1622,626,978,341,17,21,6
5718,7327,1622,626,1023,292,35,33,5
5719,7332,1622,626,1448,172,94,93,3
5720,7333,1622,626,1186,135,78,69,6
5721,7335,1622,626,828,462,29,25,6
5722,7336,1622,626,803,329,11,10,3
5723,7336,1622,626,846,345,6,6,3
5724,7336,1622,626,781,333,6,6,3
5725,7336,1622,626,452,351,8,7,6
5726,7336,1622,626,452,341,10,8,6
5727,7339,1622,626,223,87,22,21,4
5728,7339,1622,626,205,8,34,25,4
5729,7339,1622,626,165,9,37,28,5
5730,7339,1622,626,451,70,12,12,4
5731,7341,1622,626,866,524,23,27,6
5732,7343,1622,626,928,312,13,12,6
5733,7345,1622,626,922,176,23,23,7
5734,7349,1622,626,807,307,7,7,1
5735,7349,1622,626,919,309,8,6,6
5736,7350,1622,626,410,64,17,15,5
5737,7350,1622,626,428,67,16,15,4
5738,7350,1622,626,422,115,11,9,5
5739,7350,1622,626,580,110,10,10,4
5740,7350,1622,626,583,123,10,10,2
5741,7350,1622,626,130,89,24,19,1
5742,7350,1622,626,134,107,26,21,7
5743,7351,1622,626,1224,175,14,11,7
5744,7351,1622,626,811,167,7,9,6
5745,7351,1622,626,791,164,8,12,6
5746,7354,1622,626,490,2,126,41,5
5747,7355,1622,626,788,517,7,7,6
5748,7355,1622,626,794,510,10,10,3
5749,7356,1622,626,640,264,13,12,6
5750,7356,1622,626,639,249,15,12,6
5751,7356,1622,626,573,275,5,5,6
5752,7356,1622,626,572,270,6,4,6
5753,7356,1622,626,572,264,6,5,6
5754,7357,1622,626,1092,227,15,37,2
5755,7359,1622,626,970,362,28,22,6
5756,7362,1622,626,556,312,25,26,1
5757,7362,1622,626,871,338,15,13,6
5758,7364,1622,626,1022,232,56,51,6
5759,7364,1622,626,706,270,4,4,1
5760,7364,1622,626,706,274,4,4,7
5761,7365,1622,626,702,422,26,23,6
5762,7369,1622,626,692,110,23,36,7
5763,7370,1622,626,941,484,9,9,6
5764,7372,1622,626,1063,290,35,32,1
5765,7372,1622,626,1065,318,32,34,7
5766,7375,1622,626,1004,191,36,34,2
5767,7375,1622,626,1002,251,35,36,2
5768,7378,1622,626,835,341,19,17,2
5769,7379,1622,626,1304,324,12,9,6
5770,7381,1622,626,1104,348,42,39,4
5771,7381,1622,626,1017,398,8,8,5
5772,7382,1622,626,1037,198,12,11,6
5773,7384,1622,626,604,417,19,18,6
5774,7384,1622,626,547,431,5,5,6
5775,7385,1622,626,686,417,6,5,5
5776,7385,1622,626,687,409,6,6,2
5777,7387,1622,626,1162,238,32,30,5
5778,7388,1622,626,716,110,11,11,6
5779,7389,1622,626,1145,112,40,49,6
5780,7395,1622,626,627,289,12,11,4
5781,7395,1622,626,668,325,8,7,5
5782,7398,1622,626,622,356,11,10,2
5783,7405,1622,626,705,268,25,22,6
5784,7406,1622,626,612,374,18,30,6
5785,7408,1622,626,371,214,21,20,5
5786,7408,1622,626,371,234,28,26,2
5787,7409,1622,626,558,165,21,21,1
5788,7409,1622,626,560,188,20,20,7
5789,7412,1622,626,718,260,7,7,1
5790,7415,1622,626,619,401,29,25,6
5791,7416,1622,626,627,151,32,31,2
5792,7416,1622,626,627,186,32,25,6
5793,7417,1622,626,1185,230,22,19,5
5794,7417,1622,626,1291,239,15,13,5
5795,7417,1622,626,1289,260,14,12,2
5796,7418,1622,626,706,515,6,5,1
5797,7418,1622,626,706,520,6,6,7
5798,7420,1622,626,472,254,15,13,1
5799,7420,1622,626,473,269,14,13,7
5800,7424,1622,626,796,356,28,28,2
5801,7424,1622,626,489,283,32,30,1
5802,7424,1622,626,487,313,32,31,7
5803,7425,1622,626,861,256,48,54,5
5804,7425,1622,626,859,203,50,52,2
5805,7425,1622,626,704,343,17,17,4
5806,7425,1622,626,684,310,13,14,4
5807,7425,1622,626,1386,391,14,21,4
5808,7425,1622,626,1403,391,17,20,4
5809,7426,1622,626,558,272,32,31,4
5810,7426,1622,626,598,277,30,29,4
5811,7426,1622,626,635,280,29,29,4
5812,7426,1622,626,693,372,32,38,2
5813,7428,1622,626,701,263,8,7,6
5814,7428,1622,626,319,154,58,46,1
5815,7428,1622,626,326,206,54,47,7
5816,7434,1622,626,874,374,13,13,3
5817,7437,1622,626,1039,346,25,23,6
5818,7439,1622,626,1025,198,19,17,5
5819,7439,1622,626,1037,166,18,18,5
5820,7439,1622,626,1026,145,17,17,5
5821,7439,1622,626,1013,166,20,18,5
5822,7439,1622,626,1145,229,21,18,2
5823,7440,1622,626,744,482,17,17,5
5824,7441,1622,626,918,211,34,31,6
5825,7441,1622,626,809,260,16,14,6
5826,7441,1622,626,771,266,8,8,6
5827,7448,1622,626,1349,162,20,18,4
5828,7448,1622,626,1270,105,31,28,6
5829,7448,1622,626,177,162,22,19,1
5830,7448,1622,626,182,183,24,20,7
5831,7449,1622,626,1001,393,48,51,6
5832,7450,1622,626,723,391,18,19,4
5833,7450,1622,626,744,391,18,19,4
5834,7450,1622,626,765,390,19,19,2
5835,7450,1622,626,765,409,18,19,5
5836,7450,1622,626,970,463,31,32,4
5837,7452,1622,626,0,209,118,86,1
5838,7452,1622,626,0,300,98,89,7
5839,7453,1622,626,604,212,22,23,1
5840,7453,1622,626,604,233,23,21,7
5841,7453,1622,626,1119,151,43,39,6
5842,7454,1622,626,691,196,7,6,1
5843,7454,1622,626,691,202,6,6,7
5844,7460,1622,626,163,134,31,27,1
5845,7460,1622,626,165,163,33,26,7
5846,7462,1622,626,1144,136,63,63,3
5847,7466,1622,626,1007,260,14,12,4
5848,7466,1622,626,807,212,23,20,4
5849,7466,1622,626,817,191,18,18,2
5850,7466,1622,626,826,198,13,13,5
5851,7466,1622,626,820,212,16,16,5
5852,7468,1622,626,992,264,20,19,2
5853,7468,1622,626,815,311,3,7,1
5854,7470,1622,626,1126,285,80,64,6
5855,7472,1622,626,505,264,12,11,1
5856,7472,1622,626,519,264,12,12,7
5857,7473,1622,626,671,421,22,22,5
5858,7474,1622,626,878,398,13,11,6
5859,7474,1622,626,878,384,14,11,6
5860,7474,1622,626,880,371,13,12,6
5861,7475,1622,626,395,334,34,34,5
5862,7475,1622,626,383,307,32,27,6
5863,7475,1622,626,205,310,19,14,1
5864,7475,1622,626,200,325,20,15,7
5865,7476,1622,626,849,267,22,18,6
5866,7476,1622,626,779,276,8,7,6
5867,7476,1622,626,771,276,7,6,6
5868,7477,1622,626,679,339,24,25,7
5869,7477,1622,626,669,341,7,6,2
5870,7477,1622,626,736,358,8,8,2
5871,7477,1622,626,549,337,8,6,1
5872,7477,1622,626,550,343,7,7,7
5873,7480,1622,626,873,287,9,8,6
5874,7480,1622,626,873,278,9,8,6
5875,7482,1622,626,465,28,33,31,4
5876,7482,1622,626,415,0,49,35,4
5877,7486,1622,626,902,104,7,7,1
5878,7486,1622,626,902,112,8,8,7
5879,7490,1622,626,950,556,23,26,2
5880,7496,1622,626,1021,330,26,24,6
5881,7499,1622,626,831,326,13,12,2
5882,7500,1622,626,967,242,17,18,4
5883,7500,1622,626,968,262,18,19,5
5884,7501,1622,626,847,215,21,21,3
5885,7501,1622,626,847,237,21,19,6
5886,7502,1622,626,906,283,17,18,2
5887,7513,1622,626,1406,150,12,10,6
5888,7515,1622,626,634,225,15,15,5
5889,7515,1622,626,1342,223,31,40,2
5890,7518,1622,626,1099,164,120,146,2
5891,7518,1622,626,605,273,15,15,5
5892,7524,1622,626,1339,64,12,10,1
5893,7524,1622,626,1337,75,12,9,7
5894,7526,1622,626,640,313,11,11,1
5895,7526,1622,626,640,325,11,10,7
5896,7527,1622,626,899,330,14,13,6
5897,7528,1622,626,1333,420,37,26,6
5898,7529,1622,626,556,404,26,25,3
5899,7532,1622,626,636,289,14,11,1
5900,7532,1622,626,637,303,12,11,7
5901,7534,1622,626,697,431,12,11,6
5902,7539,1622,626,900,92,8,8,1
5903,7539,1622,626,900,101,9,7,7
5904,7541,1622,626,609,306,10,9,1
5905,7547,1622,626,667,417,27,23,6
5906,7548,1622,626,826,170,21,22,3
5907,7551,1622,626,665,374,27,23,6
5908,7551,1622,626,665,396,26,20,6
5909,7551,1622,626,541,408,5,4,1
5910,7551,1622,626,541,412,4,4,7
5911,7553,1622,626,660,500,9,8,6
5912,7555,1622,626,890,291,37,36,6
5913,7555,1622,626,753,312,18,15,6
5914,7556,1622,626,679,337,8,7,1
5915,7556,1622,626,784,343,7,7,6
5916,7560,1622,626,899,210,19,18,2
5917,7562,1622,626,854,334,12,11,6
5918,7563,1622,626,569,435,13,12,1
5919,7567,1622,626,723,375,8,8,1
5920,7567,1622,626,723,384,9,8,7
5921,7568,1622,626,1011,353,39,34,6
5922,7570,1622,626,751,375,22,20,6
5923,7571,1622,626,748,490,28,25,6
5924,7571,1622,626,602,494,3,3,1
5925,7571,1622,626,602,498,3,3,7
5926,7572,1622,626,230,125,71,57,1
5927,7572,1622,626,231,181,71,56,7
5928,7575,1622,626,833,204,28,30,4
5929,7575,1622,626,832,235,28,29,5
5930,7577,1622,626,657,337,8,7,6
5931,7578,1622,626,748,167,15,14,4
5932,7578,1622,626,767,168,13,14,4
5933,7578,1622,626,785,169,14,14,4
5934,7581,1622,626,563,299,12,10,5
5935,7581,1622,626,606,283,12,12,2
5936,7585,1622,626,984,212,16,17,5
5937,7586,1622,626,817,312,7,7,1
5938,7586,1622,626,958,307,11,11,6
5939,7587,1622,626,1167,394,50,58,5
5940,7587,1622,626,572,410,19,18,2
5941,7587,1622,626,516,364,14,14,4
5942,7587,1622,626,534,366,13,12,4
5943,7587,1622,626,551,368,13,13,4
5944,7587,1622,626,290,373,26,22,1
5945,7587,1622,626,284,396,26,20,7
5946,7589,1622,626,490,423,7,9,5
5947,7589,1622,626,915,419,10,9,1
5948,7589,1622,626,1046,418,7,6,5
5949,7590,1622,626,731,379,7,8,1
5950,7590,1622,626,731,388,8,8,7
5951,7591,1622,626,592,304,9,8,3
5952,7591,1622,626,593,322,9,9,3
5953,7592,1622,626,470,230,15,13,1
5954,7592,1622,626,470,244,16,13,7
5955,7592,1622,626,581,266,5,4,6
5956,7592,1622,626,589,266,7,6,6
5957,7595,1622,626,961,265,15,14,4
5958,7595,1622,626,959,280,16,15,2
5959,7595,1622,626,1010,268,21,19,5
5960,7596,1622,626,892,242,19,20,2
5961,7596,1622,626,893,263,20,18,6
5962,7596,1622,626,825,280,7,8,5
5963,7598,1622,626,1345,418,43,27,6
5964,7600,1622,626,716,270,7,7,1
5965,7600,1622,626,716,279,7,6,7
5966,7601,1622,626,1199,325,15,15,6
5967,7605,1622,626,727,175,27,25,6
5968,7606,1622,626,694,485,10,10,3
5969,7606,1622,626,693,504,10,11,7
5970,7607,1622,626,550,343,31,32,1
5971,7611,1622,626,735,282,9,15,7
5972,7611,1622,626,775,294,6,10,1
5973,7611,1622,626,963,301,11,11,2
5974,7611,1622,626,944,296,7,6,2
5975,7611,1622,626,141,285,15,11,3
5976,7611,1622,626,1060,274,28,20,6
5977,7613,1622,626,467,156,14,14,1
5978,7613,1622,626,467,170,15,14,7
5979,7614,1622,626,702,244,20,19,7
5980,7619,1622,626,702,276,15,16,4
5981,7619,1622,626,701,295,16,15,5
5982,7619,1622,626,303,345,17,17,1
5983,7623,1622,626,861,399,14,13,6
5984,7623,1622,626,821,408,6,5,6
5985,7626,1622,626,1341,333,92,72,6
5986,7627,1622,626,1024,413,10,8,6
5987,7629,1622,626,956,538,16,14,5
5988,7629,1622,626,1009,538,23,21,6
5989,7629,1622,626,922,540,9,7,6
5990,7629,1622,626,921,532,9,7,6
5991,7631,1622,626,796,417,13,12,6
5992,7632,1622,626,709,77,15,15,1
5993,7632,1622,626,709,94,14,16,7
5994,7632,1622,626,1437,76,11,10,2
5995,7638,1622,626,739,285,20,19,5
5996,7639,1622,626,835,289,18,16,6
5997,7640,1622,626,691,245,10,9,6
5998,7641,1622,626,845,269,16,16,1
5999,7641,1622,626,845,286,15,15,7
6000,7641,1622,626,619,304,8,11,5
6001,7642,1622,626,615,299,13,13,1
6002,7644,1622,626,838,235,14,14,2
6003,7644,1622,626,420,224,11,16,5
6004,7644,1622,626,421,244,15,15,2
6005,7646,1622,626,704,473,14,13,1
